text;labels
RT @diario_comercio: POLÍTICA | #Governo de Minas não tem fundos para #depósitojudicial: https://t.co/k0pSf5iY6F https://t.co/o2MS2k5CMX;1
Gosto de saber que tenho alguém que me compreenda em tudoo !;0
É o único presídio controlado pela iniciativa privada e o custo por preso é quase a metade dos presos nos... https://t.co/zaNVwjay5O;0
RT @patsalexandre: Filosofia : a melhor aula para dormir;1
"""Tirei-te o fôlego num segundo como só eu sei &lt;3""";0
@BrunoBarroso9 Não é um valor fixo, varia consoante a distância a que estás do ecrã :);0
RT @JornalOGlobo: Com três anos, presídio privado em Minas Gerais não teve rebeliões. https://t.co/GHIgjPjCAC https://t.co/s9yOwjCAmu;0
RT @MetalWeirdo: Chego a Lisboa e deparo-me com a realidade deste pais... Em Sta.Apolonia dezenas de pessoas a espera de uma refeição e à p…;0
mas tu tens algo impossivel de resistir, so sabes me seduzirrr;0
Ação do Governo de Minas Gerais beneficiará 12 mil agricultores familiares https://t.co/zHL8wGjEvc;0
"Seguro diz a jornalistas alemães que ""nenhum país paga as suas dívidas ficando mais pobre"": Líder do PS esteve... http://t.co/xOhOhH7j5o";1
vou começar a ser assim , queres ficar fica , queres ir , vai com Deus.;1
Tenho de falar com a Vicky;0
@irisluanacosta continuo sem perceber nada XD;0
Em calamidade financeira, governo de MG compra dois helicópteros https://t.co/VEG2ICvgJw by #VEJA via @c0nvey;1
@Anuskkaaa BITCH! tenho saudades :c;1
No próximo sábado, os UHF voltam ao Teatro Municipal Joaquim Benite, integrando o elenco de um concerto... http://t.co/oA5wu9C7SL;0
Uma rapariga mandou pedido para o Candy Crush. Não conheci o nome, fui ver. Tinha fotos dos 1D e nenhuma ‘relação’ comigo. Unfriend.;1
RT @deivaolm: BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/nLxgWiu5Ps by #folha via @c0nvey;1
RT @dntwit: #Europa Oposição ucraniana mantém protesto contra Governo http://t.co/kw5O7t30ff Ler http://t.co/MElaZFAN53;1
As amigas da vida real!! :)  #boanoite #cafezinho #conversas @ Tailors http://t.co/ZCMIH5UsfA;1
ás vezes até é bom ser assim;1
"No twitter existe um botão chamado ""retweetar"", mas mesmo assim há pessoas que adoram copiar estados";0
Sim va és tu !;0
Ariad Pharmaceuticals: CHMP emite recomendações para redução do risco de coágulos com Iclusig http://t.co/lxUF71yWYj;1
QUE PUTA DE GOLAÇOOO!;1
@catchtvd3 @anaseiixas  se tu dizes :);0
RT @BiancaSerruys: Tipo reggae é vida !;0
"Amanha domingo disponivel por marcação lavagens manuais de detalhe e aspiração

a partir de 15€";1
a greve ta muito grave ou nao? SO para saber se vou ter que aturar toda minha turma ou nao;1
Madeira sob aviso amarelo a partir de terça-feira  http://t.co/bADUtsCL3m;1
"""10 Lugares Abandondados Inacreditáveis em Portugal"" http://t.co/fVVdQMzBeU #fb";1
@beatrizdspa é sou muito assim ahaha;0
RT @UOL: Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois helicópteros https://t.co/T36jGfw2mT;1
RT @isabelabreu9: a minha mãe está a fazer o meu bolo de aniversário :3;0
Sempre fui demasiado dócil, sempre fizeram tudo o que quiseram de mim e sempre acabei por ficar no chão. Talvez tenha que mudar.;0
"Sindicatos da Função Pública cerram fileiras em dia de greve contra cortes:  
Escolas, repartições de Finanças... http://t.co/lOdI2aDpaH";1
Ninguém disse que ia ser fácil;0
@ABPM1997 finalmente alguém que me perceba;0
crime organizado .Agente penitenciária é presa com drogas e celulares em Cuiabá - https://t.co/IWp88VaX3N via https://t.co/674Var97Al;0
Ruim não é estar sozinha, ruim é se sentir sozinha.;1
"Acabo de completar ""Voce seria uma boa vampira?"" e meu resultado foi: Nao! Experimente: http://t.co/5KMISGijoD";1
RT @Nelson_Andradee: #CoisasQuePrecisoUrgentemente Amor correspondido;0
não vou aguentar..;1
so se ouvem os sportinguistas!! somos enormes..;1
Povinho que não se entendem;1
RT @GGFYALMA: Existem momentos para a brincadeira e outros para sermos sérios , há pessoas que não sabem distinguir as duas .;0
Estou sozinha na minha tl, por favor se chegar alguém deseje-me bom dia!;0
Hoje não sei o que me deu mas estou a ver o #SS4 em vez do #FactorX;1
o seu perfil foi visto por 8 pessoas nas últimas 12 horas http://t.co/Xu6lqn2TOO;1
RT @mcattalmeida: Há sempre alguém com quem tu passas os melhores momentos, fazem as melhores merdas juntos, apoiam-se sempre e que tu cons…;1
"Acho que vou começar a ignorar os comentários, já sei que ao jantar vai ser horrível!
Sempre que tou chateada ao jantar atacam-me!";1
@doverogg É melhor eu dar-te aulas disso. Ahahahahah;0
@pedropolaco15 eheheheheheheheheheh eu tenho lábios carnudos :-(|);0
RT @thecaregnatto: @rennatacammila meu deus. UAHUAHUAH Nem me fale. Já to cm sdd da vanessa.;1
PM apreende armas de fogo, munições e drogas em Juiz de Fora  https://t.co/MIbjyw7RRY;0
Vacinação contra febre amarela é intensificada na zona rural de Araxá https://t.co/v26M6AjScG;0
"vou escrever ""saudade"" numa pedra... depois mando-te com ela p veres como a saudade magoa :-)";0
RT @KikoisHot: vi um sapo http://t.co/zciGARW7zN;1
Cinema mais antigo de Lisboa reabre ao público em 2014 http://t.co/NYf134kU03;1
cara estranho no avatar da @catcorte;1
Não era para ti zonzita, mas também tenho imensas saudades de falar contigo p chamada;1
O melhor é que o ambiente na turma está mais ou menos melhor, mas não sei.;1
@smhenriques Mas já acabaste ou não?! @StereoSilva;1
juro que foi um dos piores episodios --';1
Meu querido relógio biológico, acho que não gostas de mim 😒;0
Pimentel torrou o dinheiro dos depósitos judiciais, como puderam entregar todo esse dinheiro na mão desse corrupto?? https://t.co/k3sQHH1g4I;1
"RT @peixotoemalta: No Guincho, e na Praia Grande, sem grandes condições para o surf, apesar das ondas com 1 metro.
para saber mais, liga-te…";1
"RT @caminhodaescola: @CNHIndustrial entrega 628 ônibus ORE 2 IVECO BUS ao Governo de Minas Gerais

https://t.co/yKPqJIKxZl

https://t.co/h0…";0
RT @EmaCRamos: TERÇA FEIRA TUDO A APOIAR A LISTA O!;0
"Não se pode dizer ""pastilhas de travão homologadas"" num anúncio de rádio. Homologadas, amolgadas. Get it?";0
"RT @Raquel_Dk: Mas como assim já passaram 2 anos?! O.o @BooBear1DJB &lt;3 http://t.co/CRdYNIaZvZ";1
@IsabelNeto2 não brinca;1
@durbalinaa desse vi pouco. vergonha;1
RT @Dids_md: #TeamJáUseiUmVidroDeUmCarroParaMeVerAoEspelho;1
Ando a pensar demais..;1
RT @Dids_md: #TeamAndoSempreComOTelemóvel;1
@golbtnereffid Foi amor a primeira vista, cof cof;0
"Tenho amigas mesmo fofas! &lt;3";0
Photo: Brasil: Acções da Petra Parnaíba passam para BTG Pactual As acções da Petra Parnaíba, subsidiária da... http://t.co/IwNY7CohI7;1
Sai da casa de banho s2 @msousawsb tas a perder a dança da Bia;1
RT @ZorGabor: Passos Coelho ficas-te? RT @ajcampos01: Vietnã anuncia multas elevadas a quem criticar o governo nas redes sociais http://t.c…;1
Estou literalmente lixada;1
natário foste a escola ?;0
Eu fui uma das positivas;0
hj tenho de arrumar o quarto;1
RT @KikoisHot: omg acho que exagerei na atuação, fuck, fiz merda xD obrigado pelas mensagens de apoio...mas, vocês viram o video até ao fim…;0
"http://t.co/JaBYtnhsmq queria acordar assim , todas as manhãs , do teu lado , minha 21 &lt;3";1
"@umnomequalqer ""issu"" também não";0
Mas, já passaram 6 meses #Saudades;1
"RT @fcancio: ó p ele a apelar à violência “@diarioeconomico: Desigualdades sociais ""provocarão a explosão"": O papa Francisco... http://t.co…";1
Publiquei uma foto nova no Facebook http://t.co/8JuqJQKVT5;1
@dedecashoran eu também não sei, acho que eles ainda não disseram a que horas é que é;1
@LuisOMaior nunca mais demos nenhum, entretanto ver se damos outro e tu podes entrar maior ahah;0
RT @SL_Benfica: Tudo pronto para receber o SL Benfica!!! Carrega Benficcaaa!!! http://t.co/l9G2QL6YjS;1
RT @JessicaOliii: AMANHÃ NÃO QUERO IR A ESCOLA;1
Governo em calamidade financeira: BB avisa Justiça que Minas não tem recursos https://t.co/jeSVB62tyo;1
@Berrador por isso os meus amigos do FeCePe gostam tanto do Jorge Jesus. Boa sorte para amanha;0
#10FactsAboutMe Adoro gritar e fazer barulhos de deficiente a qualquer altura;1
Novidades-Adultos - As elites de Portugal inadaptação, crise e desafios Fonseca de Almeida: Almeida, Fonseca de http://t.co/1B0SHDIlLk;1
@rinapcorreia obrigado :D;0
@marianaseabra15 tu é que precisas de aprender a escrever em criolo ahahahaha;0
@MarianaDNolasco uma maluca no meio de malucos;1
"Photo: A minha gata é linda ;-) http://t.co/AdhPpbCclX";1
PM apreende armas de fogo, munições e drogas em Juiz de Fora https://t.co/TSoU3stRzR https://t.co/1nwAiOMEP0;0
SPORTING hoje é para ganhar;1
isto está a ser manipulado de certeza crlh A MILEY É QUE GANHAVA AQUILO NA BOA FDS;0
RT @PanichiRaphael: Está ruim para o estado de Minas Gerais? Para o Pimentel e sua Família não! Papai busca eles de helicóptero com o dinhe…;1
Um conselho por dia todos os dias: Os inconvenientes de ter boas qualidades pessoais http://t.co/gpYxY6cl4f;1
"Empresários fazem ""like"" na revisão do IRC mas não garantem investimento  http://t.co/Dj7VVZrWTU";0
mas é que tou simplesmente cagando para quem me dá unfollow;1
RT @OGloboPolitica: Com três anos, presídio privado em Minas Gerais não teve rebeliões https://t.co/Pls2dpH7j4 https://t.co/7u5I9Kqa1F;0
@Vega9000 @carlosgpinto foi feito para não passar;1
Agradecemos a todos os que fizeram de 2013 um ano de assinalável crescimento do Sage One! Saibam mais aqui: http://t.co/C10rfqm0MW;1
O meu telemóvel serve para tudo menos as suas origens... Música, Twitter e afins, mas chamadas está mais complicado;1
Presos por roubo à casa em Juiz de Fora têm histórico de crimes violentos https://t.co/URzC6m96Yt https://t.co/9vBFYB53sU;0
As melhores noites são passadas a ver himym;1
Eu nem FQ tive e aqui tenho que levar com isto;0
@beatrizcamolas1 tá na minha lamento;1
@sofscobain vai para o avião;1
"Atenção!!!
Cozinheiros, chefes, apreciadores, devoradores e glutões.
Aceitam-s... http://t.co/xLZsyWS0YG";0
cada vez me apaixono mais #inlove;1
@Msribeiro_ pois tenho de negociar um pouco mais xD;0
BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/K6plvNsHyA https://t.co/bl9UV8s6aj;1
Governo de MG expulsa 117 servidores em 2016 por infrações disciplinares https://t.co/gXiY85trvL https://t.co/SMhA3ET5Ih;0
Tenho que me despachar porque vou sair, mas estou mesmo sem vontade nenhuma;1
"@TTatianaaaa Estou a brincar 666zinha &lt;3";0
Acho que vou fazer os exercícios que fiz na explicação outra vez para ter a certeza que sei;0
Não estudo mais filosofia hoje senão frito o meu cérebro;1
AH FDS MINHAS RICAS PERNAS;0
Hoje a escola tava podre de meio diiia';1
@douteumdonut S2 S2;1
a sério que a minha mãe quer ir nas minhas férias de natal ao Porto?;1
Porra foi toda a gente embora, até a mii;1
RT @rubensg78: Na sporttv estão a desculpar a falta de frescura física do benfica na segunda parte, ainda não ouviram falar das pastilhas.;1
TENHO MEDO DE IR DOMRIR;0
aquele momento em que te chicoteias mentalmente porque devias lembrar-te do que os outros te dizem;0
@ogonorreias E não jogam nada.;1
RT @brasil_fotos: Mesmo depois de falir o estado de MG, Fernando Pimentel abre licitação para compra de 2 (sim, dois!) helicópteros. Inacre…;1
A minha mae ontem passou-se comigo por causa das minhas notas.;1
LEX: Mais um ex-sócio da Linklaters ruma à VdA  http://t.co/F6oOtLG7ZM;1
@zeesoarees boa tarde!!!;0
Estou simplesmente apaixonada pelos jogadores gostosos do sporting;0
as reclamações da minha mãe duram mais tempo do que muitos namoros por ai.;0
Paga em néctar da Compal @miguelcper: O Pires de Lima pode pagar a minha parte dos juros.;1
@Ze99Maria AHAHAHAHHAHAHAHAHA PASSOU SE DE VEZ;0
RT @SaudeMG: Minas Gerais recebe auxílio da Força Nacional do #SUS para casos de #FebreAmarela https://t.co/OeN8qj5MX5 https://t.co/YMnSuB0…;0
Porque eu não posso ser bonito ? :-);0
RT @bebianasuxx: Antes tinha ciúmes de tanta coisa que jibas, agora quase tudo passa-me ao lado.;1
RT @JoanaAlmada: O nosso ritual da semana está a chegar :D estão todos cá? @sweetcaroline8D @ninanocas @martekl @runawaymushroom;0
RT @RodrigoFilipeF: #SeJogasCandyCrush sabes que dói, dói imenso, perder uma vida porque não rebentaste o último quadradinho de geleia;1
Eu votei nesta merda e eles agora agradecem com o facto dos alunos da UL terem q pagar o q antes era grátis http://t.co/lFBbJLmrK3 #ultraje;1
RT @B3LlEBER: joao verde vc é demais http://t.co/3fEdSgoBwS;0
"Um visionário ;) RT @__pq: @miguelcper @__tomaz dois coelhos numa canzana a uma borboleta :P &lt;- i know i know im a pervert";0
A kiki esta a arrumar o quarto para que saibam.;0
@PMMG190 - LAJINHA -  PM e PC prendem autor de roubo em bar. https://t.co/jKJ8T88iZA;0
Ainda não dormi, não tenho sono que estranho;1
Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos https://t.co/FhzT3C4p8A;0
Dormir.. Mas daqui a pouco já acordo pra comer algo;1
RT @Nelson_Andradee: Acabem lá com a merda do jogo que o meu coração não aguenta;1
RT @zana_ss: O Tierry tem cara de elfo mal parido.;0
@MargaridaRodr12 @HugoFGDias mas estás assim tão ofendida porquê? gostas dele e ainda não me tinhas dito?;0
#AZebra é branca com riscas pretas ou preta com riscas branca ?;1
Mas fiquei mesmo feliz;1
Estou triste e nem sei porquê :o;1
Mas não é agr pq tou na caminha;0
Já efetuou a sua inscrição? http://t.co/gs9U2qbc8T;1
RT @HugoVargem: Por isso é que eu te adoro .. Porque sempre me apoiaste e tas lá sempre que preciso;0
Sabem qual é o mais importante ingrediente para uma dieta equilibrada? Comida!;1
Jovem é preso suspeito de violência doméstica e cárcere em Uberlândia https://t.co/Bnjhv2FOTh;0
O meu avô morreu quando eu tinha 4 anos, gostava de ter tido mais noção dessa altura e ter estado mais tempo com ele;0
@cheilatbm pronto ganhaste :)))))))))));0
RT @OGloboPolitica: Com três anos, presídio privado em Minas Gerais não teve rebeliões https://t.co/Pls2dpH7j4 https://t.co/7u5I9Kqa1F;0
Os cabazes do Espaço Delux na VIP http://t.co/QEe0k3aW5C;1
pensamentos suicidas borboleta;1
Prefeitura de Uberlândia decreta estado de calamidade financeira: Publicação do decreto ocorreu no Diário Oficial…… https://t.co/eIUv36utVb;1
RT @inesmmoliveira3: Ser imprevisível ao ponto de vir a minha casa à noite e ligar a dizer que está à espera à porta.;0
Sinto que estou a ser usada.;1
Publiquei uma foto nova no Facebook http://t.co/hxVjjGaziM;1
amanhã teste de mat;1
Em calamidade financeira, governo de MG compra dois helicópteros | https://t.co/8neUo9to9B https://t.co/Rzqmjai6hc;1
Elas a olhar e eu não tirei os olhos de cima delas e só me apeteceu rir kkkk;0
@behmaria à espera do tio Belmiro;0
Gosto mesmo dele fogo;0
@inesakalisboeta @catefernas Nao gosta nao olha.;1
RT @folha: BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/xZFKoIK1Ih;1
Gostei de um vídeo @YouTube http://t.co/iYl36xQ1G6 Heights - Ohio Is for Lovers;1
RT @educarmelhor: Designação para rede estadual preocupa funcionários de Juiz de Fora https://t.co/vkQbhBC7DV https://t.co/4a3fFLbdmN;0
Reino Unido volta a recrutar enfermeiros em Portugal http://t.co/GnSev0X89c;1
acho que estamos todas a ser crianças e a discutir por uma coisa parva :);0
Tenho de ir fazer imensas coisas, mas não me apetece nada;1
RT @EstadaoPolitica: Em calamidade financeira, governo de Minas Gerais compra mais dois helicópteros https://t.co/Xz79vBreX9 https://t.co/H…;1
"Sobre a escuta - ""Porque ouvir os outros (e os factos) não é uma capacidade fisiológica, mas sim ética - e... http://t.co/7LgYtgaMOr";1
fartei-me de comer;1
-Mãe Pai o Natal é no próximo mês http://t.co/bwEjbPYqi8;1
Deves tar cansada e deves descansar os dias sao duros demais para ti . Dorme bem. E descansa um pouco essa... — fgd http://t.co/EwP6ymDQvL;1
Araxá recebe novas doses da vacina contra febre amarela https://t.co/rF9O24RwwD;0
e o noddy é diferente gosto disso ahaha;0
Estou a ler a After e a ouvir a playlist 1D *º*;0
Agora é aquela altura do ano q todas querem namorado porque frio !;1
vou fazer TUDO para ter aquilo que quero. estou farta de ver a vida a passar-me à frente.;1
Ja acabei de estudar seja o que deus quiser, vou para cama não tou com cabeça para nada.;1
Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos https://t.co/f5zxRENrbt;0
cada vez mais confusa s:;0
@JMCDINIS ate me engasguei ahahah nao digas isso flor.. ahahah;1
lol, os meus phones deram o berro. tá sértu;0
Bom dia Iniii;0
Sentiste? Então?;0
Campanha de prevenção à febre amarela tem início em Córrego Fundo https://t.co/yG99tbqTRp https://t.co/EAHEltICE1;0
Neste momento apetece-me ir para a praia deitar-me na areia e ficar a fumá-las mesmo perto do mar;0
"RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.

 htt…";1
'Jeitinho Kalil': novo prefeito de BH almoça de marmitex e elimina traje formal - Politica - Estado de Minas https://t.co/oGQwx0ICAD;0
Ontem foi assim no Casino do Estoril...eu mal me vejo!... grande sensaçao de actuar ali no palco, nesta sala... http://t.co/w51xDmZ4nB;1
Sinto me com 15 anos outra vez a ouvir isto numa escola! http://t.co/c8tIxzO7AI;1
"pessoas que começam a falar contigo primeiro &gt;&gt;&gt;&gt;&gt;";1
@patzmoura @RazoesPChorar como podia eu não me lembrar? xD;1
baaah troquei os sinais todos;1
Só me apetece voltar umas horas para trás pa voltar ao ambiente do jogo. Foi brutal;0
de alguma maneira fazes-me bem;1
QUERO IR A FEIRA POPULAR ! :(;1
#Adoro ver os filmes do harry potter num dia chuvoso;0
Já tocava porque eu quero as minhas babes.;0
Maaaas .. Bom diaaa;0
Só quatro pessoas é que passaram no modulo e ogd;1
@jneves pelo provedor?;1
A MINHA CONSIDERAÇÃO POR TI ESTÁ BAIXA CROSSAS;1
Portugal paga juro mais alto do ano para se financiar a 3 meses http://t.co/7uZfDQlXFd;1
Yap, a minha avó mal me viu encheu-me de perguntas, bué preocupada;1
Feliz dia Amigos http://t.co/XW9uVxob05;1
Já estamos no estúdio @daniela_pires9 @RuiPedro0;0
Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos https://t.co/mC96UND7wJ;0
Vai de mal a pior;1
Cabazes Solidários Voluntários para segunda semana de Dezembro de 2013 na Junta de Freguesia de Belém http://t.co/JdjOFZ74ia;1
"→ DESIGNER ? IW Designer 
» PREÇOS EM PROMOÇÕES.. CONFIRA A TABELA
• TAXA DE ENTREGA : R$ 1O,OO
• ENTREGA... http://t.co/sGMd1RtU4V";1
RT @folha: BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/xZFKoIK1Ih;1
RT @Baratade4: Este ano tenho 3 semanas de férias de Natal // É prova que Deus existe;1
"Pessoal ... Hoje podem me encontrar na Figueira da Foz :))))
Bahamas DiscoClub ☞ STIKUP (MAKONGO DJ)... http://t.co/XoKwvsrYf1";0
Levantar a cabeça e olhar o horizonte... http://t.co/rNZsFVFxng;1
Brutal, já acabei de estudar filosofia;0
@MiguelQueCorre :)))não,o dorsal 21 n se esbardalhou,vá lá...e bateu todos os seus recordes 57'53 no Nike+,oficial deve ter sido 59'qq coisa;0
Ele deu só a elas sabem por ? FAMA @beatrizamaral98;0
BB e governo de Minas travam disputa sobre depósitos judiciais #Finanças #Ações https://t.co/YWgrkWpZpo;1
eu sei que parece que não tenho mais nada que fazer na vida, mas....a acompanhar 40 séries de 2ª f até hoje, e a contar...;1
@Iarasuxx eu sei :3;0
@nunonogueiraa a serio ,vai, não quero ganhar mais  uma discussão bby;1
RT @love_willkill_u: oh..eu gostava do rubi mas Berg é Berg;0
@1pimentapicante tás a falar a serio ?;1
Sport Lisboa e Benfica - Futebol, SAD Relatório e Contas 2012/2013 http://t.co/SuqwJ0aeZv;1
acabou minha esperança de receber uma sms tua. não faço falta e tu nem te lembras de mim;1
Vinho: Produtor do Periquita é o importador do ano na Suécia http://t.co/oMaeinmuNT;1
e só comprei uma vez tabaco a uma pessoa porque ela me tinha dado kitkat e era quem era.;1
Bem vou tomar o pequeno almoço;0
RT @abolapt: «Bola de Ouro não depende de mim» - Ronaldo http://t.co/U7mVO0JE1V;1
Bem vou sair daqui, boa noite.;0
RT @CMSeixal: Há 2 bilhetes duplos para a peça infantil Vêtoca, domingo à tarde no S. Vicente. Enviar nome, nº de BI/CC e telefone para www…;1
@reidocamarote pena que o insta tá fora;0
VERGONHA CML! Nem um orçamento participativo sabem fazer sem contornos de eleitorismo. O objectivo são obras que sirvam o cidadão pá!;1
já perdi o jeito de tweetar, i'm sorry;1
RT @TukaScaletti: Via @estadao: Governo de Minas Gerais compra mais dois helicópteros -  https://t.co/mqjUvPmVmX;1
Bridget Jones, mas não só http://t.co/Z6dkOWINxI;0
estou feliz e espero continuar assim;1
@brun1p eu prefiro queijo branco e peito de peru;1
